[0.0, 74.5356, 4109.9135, 3047.9957, 2266.9117, 973.5388, 4190.1008, 3301.8934, 4757.7422, 3044.3482, 3094.9781, 3986.2611, 5092.5054, 6406.1496, 5903.3889, 8436.1985, 6962.778, 6693.6122, 6575.9241, 8009.3869, 7398.4627, 7266.0491, 7424.9527, 9639.2716, 9229.4366, 8320.2731, 9300.6124, 8102.4688, 7798.6979]
[74.5356, 0.0, 4069.7051, 2999.4907, 2213.5944, 900.6171, 4137.3972, 3238.5268, 4701.3591, 2969.8953, 3020.6696, 3913.8288, 5023.7492, 6336.6594, 5828.8554, 8368.3597, 6889.8677, 6619.5837, 6501.4956, 7937.7614, 7324.4271, 7191.6881, 7350.714, 9570.3826, 9159.2243, 8247.7101, 9230.4599, 8028.8369, 7724.4744]
[4109.9135, 4069.7051, 0.0, 1172.367, 1972.942, 3496.2281, 891.0044, 1814.9074, 1415.4897, 3672.7979, 3777.1608, 2995.6449, 2876.1471, 3903.8018, 5055.8272, 5441.2264, 4989.6003, 5150.2157, 5315.7261, 5594.541, 5726.2198, 5809.8397, 5856.5867, 6674.6827, 6464.6904, 6060.1613, 6521.9289, 6164.2563, 6162.5485]
[3047.9957, 2999.4907, 1172.367, 0.0, 816.6667, 2350.0, 1172.1301, 994.7082, 1796.679, 2648.3748, 2755.0459, 2315.2873, 2719.8856, 3972.3841, 4546.8243, 5801.9393, 4883.3617, 4886.1766, 4959.0826, 5695.2222, 5536.1004, 5544.929, 5633.7176, 7044.2451, 6739.7659, 6110.2828, 6804.3287, 6090.1788, 5975.7306]
[2266.9117, 2213.5944, 1972.942, 816.6667, 0.0, 1533.3333, 1923.8995, 1188.0189, 2497.2207, 2208.3805, 2311.8054, 2324.0888, 3087.8346, 4400.1044, 4557.2896, 6341.0918, 5174.3223, 5070.722, 5074.391, 6093.5531, 5754.0284, 5710.7199, 5826.8294, 7572.2447, 7220.4378, 6470.553, 7288.2135, 6373.0334, 6186.0599]
[973.5388, 900.6171, 3496.2281, 2350.0, 1533.3333, 0.0, 3416.8293, 2409.7602, 3935.3808, 2113.7776, 2175.1118, 3013.5343, 4141.2894, 5448.6621, 4954.9077, 7490.3271, 5989.2728, 5724.1205, 5614.7128, 7039.2747, 6428.9789, 6302.3267, 6458.375, 8685.1726, 8266.6162, 7347.2028, 8338.1487, 7130.0615, 6831.7942]
[4190.1008, 4137.3972, 891.0044, 1172.1301, 1923.8995, 3416.8293, 0.0, 1233.3334, 650.8541, 3086.35, 3184.3803, 2202.2716, 1986.7618, 3063.5313, 4179.7461, 4733.7148, 4116.363, 4260.5751, 4425.0864, 4775.4581, 4843.4617, 4920.8934, 4970.7707, 5976.9233, 5718.6342, 5227.332, 5779.5137, 5300.9695, 5281.0523]
[3301.8934, 3238.5268, 1814.9074, 994.7082, 1188.0189, 2409.7602, 1233.3334, 0.0, 1586.4881, 1876.7585, 1978.5657, 1320.7742, 1899.8539, 3213.1763, 3555.6293, 5175.2885, 4005.1356, 3946.3415, 3992.1103, 4906.062, 4614.75, 4598.5774, 4700.0124, 6399.8482, 6036.9694, 5287.3539, 6105.2346, 5208.8866, 5051.3909]
[4757.7422, 4701.3591, 1415.4897, 1796.679, 2497.2207, 3935.3808, 650.8541, 1586.4881, 0.0, 3285.3632, 3373.5078, 2177.2178, 1576.3002, 2490.6663, 3883.6552, 4088.0585, 3600.3472, 3817.8673, 4029.3369, 4179.7462, 4355.7009, 4467.8229, 4496.6908, 5330.4681, 5083.3333, 4644.7402, 5143.0915, 4760.5439, 4787.104]
[3044.3482, 2969.8953, 3672.7979, 2648.3748, 2208.3805, 2113.7776, 3086.35, 1876.7585, 3285.3632, 0.0, 106.7187, 1359.7386, 2673.8445, 3821.5691, 2863.8067, 5889.3737, 4089.1455, 3722.1932, 3559.6894, 5216.6933, 4421.1958, 4255.9509, 4427.5637, 7000.258, 6513.1064, 5454.7125, 6587.0665, 5156.0374, 4801.3399]
